Color_Tag,Item1_Tag,Season_Tag,Popularity
Blue,Jacket,Spring,0.07125539010862336
Black,Jacket,Spring,0.5186355939961834
Red,Pants,Fall,0.5971305800448
Blue,Shirt,Spring,0.9880407303053891
White,Shirt,Spring,0.07150315562857712
Black,Jacket,Summer,0.28650574347185986
Green,Shoes,Spring,0.023088936085212786
Red,Shoes,Spring,0.9050296643335782
Black,Shirt,Winter,0.6232665175349938
Black,Pants,Summer,0.05115386192793003
Blue,Shoes,Fall,0.07883692536964215
White,Shirt,Summer,0.04615529639083438
Black,Shoes,Spring,0.14744735909817053
Black,Shirt,Summer,0.9163003755852416
Blue,Jacket,Winter,0.6620220854009455
White,Pants,Summer,0.7034227897065866
Black,Shirt,Spring,0.8843270270414643
Green,Shirt,Summer,0.3412909217179614
White,Shirt,Spring,0.8908343448999062
Blue,Pants,Winter,0.32917404111693405
Blue,Shirt,Fall,0.7156231974211257
Black,Shirt,Summer,0.5113191818318521
Red,Shoes,Fall,0.5509365974005432
Green,Pants,Winter,0.5587629658364623
Red,Jacket,Fall,0.058872765820370154
White,Jacket,Summer,0.6598819686637161
Black,Jacket,Fall,0.15143797434344441
White,Pants,Winter,0.2500062059296686
White,Jacket,Winter,0.5020034325033225
Black,Shirt,Winter,0.020051947149960392
White,Pants,Summer,0.4739671770192928
White,Pants,Winter,0.6787984455462561
Red,Jacket,Winter,0.6921133967853754
Blue,Pants,Spring,0.051231538808680366
Green,Pants,Winter,0.4922001392984493
White,Shirt,Spring,0.3072885169887529
Black,Shoes,Fall,0.008454321087656647
Blue,Shirt,Summer,0.9207347588128334
White,Pants,Summer,0.5865210941249576
White,Jacket,Spring,0.791484504293304
Blue,Shoes,Winter,0.5729210538991014
Red,Jacket,Winter,0.030985182937835476
Black,Jacket,Winter,0.07602707333567216
Red,Pants,Summer,0.5283927120242211
Green,Shoes,Fall,0.2583209499869914
Red,Shirt,Spring,0.9935295987780562
Black,Shoes,Summer,0.7335618955004918
Green,Shirt,Fall,0.16903044955741886
Red,Pants,Spring,0.7472286588677111
White,Pants,Fall,0.1872436103246904
Green,Shoes,Winter,0.8603923952958765
Black,Jacket,Winter,0.9600902669852585
Blue,Pants,Fall,0.6551069804249301
White,Shirt,Winter,0.1496914976827346
White,Pants,Winter,0.289947783951952
Green,Shirt,Spring,0.9271618042545814
Black,Pants,Spring,0.6107035418146367
Blue,Shoes,Winter,0.10284987661561251
White,Jacket,Fall,0.2228533866807605
White,Shoes,Spring,0.7488222527771258
Blue,Shoes,Winter,0.2682511089449964
Blue,Shirt,Summer,0.9110495067504311
Red,Jacket,Winter,0.4377461641485664
Black,Shirt,Spring,0.9261893344876632
Black,Pants,Fall,0.06352389655685109
Black,Pants,Spring,0.7208595167445243
Red,Pants,Fall,0.9571683274668299
White,Pants,Summer,0.764890404555766
White,Pants,Winter,0.9397476284415227
White,Jacket,Fall,0.38977262999787066
White,Shoes,Spring,0.5380523374581238
White,Jacket,Spring,0.3658530558531947
White,Shoes,Fall,0.22822111810213364
Green,Pants,Spring,0.27912599781738656
White,Pants,Spring,0.38232704957927954
Green,Shoes,Summer,0.12360727975821006
Green,Shoes,Fall,0.22937149578384242
Red,Shoes,Winter,0.7034909434424814
Black,Shoes,Summer,0.07583345302296474
Blue,Pants,Spring,0.40995898665957786
Black,Shirt,Fall,0.8128758079101981
Green,Shirt,Winter,0.5394515440483258
Green,Pants,Spring,0.5531137049891695
Black,Shoes,Winter,0.3152750933827032
White,Shoes,Summer,0.625470367018907
Red,Pants,Fall,0.060750416115533556
White,Jacket,Summer,0.5831086369409527
Black,Shirt,Winter,0.7510109335466335
Blue,Pants,Summer,0.19440944339597377
Blue,Jacket,Summer,0.16215660946583166
White,Jacket,Summer,0.12247482234443885
Blue,Jacket,Fall,0.9912964347161968
Blue,Shoes,Spring,0.12607967079565607
Black,Shirt,Summer,0.40011103342986076
Black,Shirt,Fall,0.29569989544964725
Blue,Jacket,Spring,0.9845336525602844
White,Jacket,Spring,0.5692763990252309
Blue,Pants,Winter,0.31435138106382665
Red,Shoes,Winter,0.1479099774423378
White,Jacket,Spring,0.35041571429277085
Red,Jacket,Summer,0.9160045811053322
Green,Jacket,Winter,0.14565261005483143
Black,Shirt,Spring,0.9326796357501168
Black,Shoes,Spring,0.3528407714364591
Red,Pants,Spring,0.27144510594903815
Red,Shirt,Summer,0.37473152952959843
Red,Pants,Winter,0.6089751148618265
White,Jacket,Fall,0.33940871299440567
White,Shoes,Summer,0.21139390534320823
White,Pants,Summer,0.3920060993317407
Black,Pants,Winter,0.030684612670388467
Black,Jacket,Fall,0.09891548372942083
Black,Shirt,Spring,0.43317937906361115
Red,Shirt,Summer,0.5133156966242196
Black,Shoes,Spring,0.851153583459774
White,Shoes,Spring,0.2964910333709112
White,Jacket,Spring,0.9087572738421963
White,Pants,Summer,0.654898507658024
White,Jacket,Summer,0.9381123029088293
Black,Pants,Spring,0.25207848816279144
Blue,Shirt,Winter,0.13467678501715297
Black,Jacket,Spring,0.5389071485632801
Red,Shirt,Fall,0.02994861698205642
Black,Shoes,Winter,0.4803342567005576
Black,Jacket,Summer,0.6363033510189968
Black,Pants,Spring,0.5286974675328395
White,Shoes,Spring,0.6536343097323681
Green,Shirt,Spring,0.5209420286115378
Blue,Pants,Fall,0.5927986228352136
White,Jacket,Fall,0.8149066895107093
Green,Jacket,Fall,0.26915230328071504
Black,Shoes,Spring,0.9782890093377623
Blue,Pants,Fall,0.03439091139127992
Red,Shoes,Summer,0.4342782673415744
Red,Pants,Summer,0.7310273250962583
Blue,Jacket,Winter,0.9287435058804151
Blue,Pants,Winter,0.12352108960897579
White,Shoes,Spring,0.28266486685510617
Blue,Shoes,Spring,0.5800444685828142
Blue,Shoes,Summer,0.37795060763395394
Green,Jacket,Winter,0.5210886578267929
White,Shoes,Summer,0.6799242123186293
White,Pants,Spring,0.6620456011610657
Black,Shoes,Spring,0.7310591708901274
Blue,Shoes,Fall,0.09500564140401568
Green,Pants,Fall,0.5134095505136016
White,Jacket,Spring,0.958817856468464
Black,Shoes,Summer,0.9696727286228282
Green,Pants,Spring,0.6424217914658465
Black,Jacket,Winter,0.8017322555856009
Blue,Shoes,Fall,0.2647172986669605
White,Pants,Spring,0.5633452237811404
Green,Pants,Winter,0.25413596226183177
Black,Shirt,Winter,0.18302942815729928
White,Jacket,Fall,0.8023647566607325
Black,Jacket,Summer,0.6063448756129518
Red,Shirt,Fall,0.3566185300240795
White,Jacket,Fall,0.732858915899752
White,Jacket,Fall,0.533662970937371
Black,Pants,Spring,0.7330594365479024
Red,Jacket,Spring,0.1544145692711184
Black,Shoes,Fall,0.2875366400688302
Black,Jacket,Winter,0.30030574244117914
Black,Jacket,Fall,0.8802635861913605
Green,Shoes,Summer,0.8642300217858007
Blue,Jacket,Winter,0.08086639641498639
Black,Shirt,Summer,0.7659825844032024
Blue,Shoes,Fall,0.8723617943667873
White,Shoes,Winter,0.41674693729930146
White,Pants,Winter,0.10368170507117624
Red,Shoes,Spring,0.3796863277111059
Blue,Shoes,Summer,0.3216476600110618
White,Pants,Spring,0.8916789292292545
Black,Shirt,Winter,0.1200082099364671
Black,Jacket,Summer,0.11750333997077933
Red,Shirt,Winter,0.17151532270857905
White,Shirt,Summer,0.7965181510471426
Green,Shirt,Fall,0.22767442788797865
White,Shoes,Winter,0.45524637827088943
Black,Shoes,Winter,0.3094084251387754
White,Jacket,Winter,0.08696228829005881
White,Jacket,Winter,0.8008799784711329
White,Shirt,Fall,0.9063744148687244
Blue,Shirt,Spring,0.7340416758000061
Blue,Shirt,Winter,0.34424641845692816
Black,Jacket,Spring,0.9128499721383039
Blue,Shoes,Spring,0.7929203881099142
White,Pants,Spring,0.6805774448102645
Green,Pants,Spring,0.7373321974789079
Black,Pants,Fall,0.4645545820791591
Red,Shirt,Spring,0.8694259660113113
Blue,Shoes,Winter,0.3605678606528083
Green,Pants,Fall,0.23300878784227863
Black,Jacket,Summer,0.862056145678001
White,Pants,Summer,0.5569774469682094
Black,Jacket,Spring,0.7952672307126143
Black,Shoes,Fall,0.654865677427489
Black,Pants,Fall,0.9539760915500173
Blue,Pants,Summer,0.13570866045990437
Black,Shirt,Summer,0.64467931453866
Green,Shirt,Spring,0.5517730030362579
Red,Jacket,Summer,0.9794215793457954
Blue,Shirt,Spring,0.23347417968518125
White,Pants,Summer,0.2125345422138809
Black,Shirt,Fall,0.5459776684701507
Red,Jacket,Summer,0.4570514072591073
White,Shoes,Spring,0.2843319223215295
Red,Shoes,Winter,0.43516649191260837
Red,Pants,Winter,0.6776593042721646
Red,Shoes,Winter,0.591048812312521
Black,Pants,Winter,0.266846435074763
Red,Pants,Spring,0.08279898160028654
Blue,Shoes,Fall,0.9499534802431662
White,Pants,Fall,0.7162882645620464
Black,Shirt,Spring,0.2908915753467407
Black,Shoes,Summer,0.5880161675981133
Black,Jacket,Summer,0.3512570972860247
Blue,Jacket,Spring,0.16833716021525402
Red,Jacket,Winter,0.29241762803689786
White,Jacket,Spring,0.16159701561655593
Red,Pants,Fall,0.617540673670206
Blue,Shirt,Winter,0.358871096507251
Blue,Jacket,Summer,0.6931227242258806
Green,Shoes,Fall,0.581281629785344
Red,Jacket,Summer,0.9302225127896132
Green,Shirt,Summer,0.5073253093064503
Blue,Shoes,Spring,0.14725857081609806
Blue,Shoes,Spring,0.7404124288980728
Red,Shoes,Spring,0.2514810848213306
White,Shirt,Fall,0.07533259831717831
White,Jacket,Fall,0.558207664467797
Red,Jacket,Fall,0.8950042503884053
White,Shoes,Winter,0.4346312976907767
Green,Shoes,Fall,0.8579279072345087
Blue,Shirt,Summer,0.7578636333825015
Red,Shirt,Fall,0.13785791543129577
Blue,Shirt,Winter,0.13875208728484045
White,Shoes,Fall,0.3767242690071877
Blue,Jacket,Summer,0.7554468987604838
Black,Shirt,Winter,0.8450620994073299
Blue,Shoes,Spring,0.48124985382833607
Blue,Shirt,Summer,0.8093506875169313
Blue,Shirt,Winter,0.2911754018735694
Green,Shoes,Fall,0.5300906653202949
White,Shirt,Fall,0.41231420494411686
Red,Jacket,Winter,0.2519512472288652
Red,Pants,Fall,0.06487241664331567
Green,Shoes,Winter,0.5758881862081671
Black,Shirt,Spring,0.1993895732049109
Black,Shirt,Spring,0.9566257908570243
Red,Pants,Spring,0.9344089803413586
White,Shoes,Summer,0.44870488961813704
Blue,Jacket,Fall,0.6907829208819601
Blue,Shoes,Winter,0.46678841412973004
Green,Shoes,Summer,0.2995699886593076
White,Jacket,Winter,0.6935681006300786
White,Jacket,Summer,0.7921400109831948
Black,Shoes,Summer,0.5643971509967775
Blue,Jacket,Fall,0.4404366629731755
White,Jacket,Winter,0.47784695426529145
White,Pants,Spring,0.8128567150927039
White,Pants,Spring,0.29553717850929606
Blue,Pants,Summer,0.9265090289349904
Black,Jacket,Fall,0.9015477623535637
Black,Jacket,Winter,0.5298866972350926
Red,Jacket,Summer,0.5154823891515264
Blue,Jacket,Spring,0.8787498134245705
Red,Shoes,Summer,0.5310915001639589
White,Jacket,Summer,0.7750793252438525
Green,Pants,Fall,0.18228123984510747
Green,Pants,Summer,0.8260650728478104
Black,Shirt,Spring,0.2295872972291505
White,Jacket,Fall,0.8009947525031301
Blue,Pants,Spring,0.16854384335548878
Green,Pants,Fall,0.019145779986087463
Blue,Shoes,Summer,0.6415724388767624
Red,Pants,Summer,0.5013630029623121
Green,Shoes,Summer,0.1150409801718345
Red,Jacket,Summer,0.965367876845873
Blue,Pants,Spring,0.10953019750202608
Green,Pants,Spring,0.46963039011776764
Green,Shoes,Spring,0.00025376722487857606
Black,Pants,Spring,0.05373545408902525
Blue,Jacket,Spring,0.15114519361279932
Red,Pants,Fall,0.7647744209235711
White,Jacket,Spring,0.2926941908709362
Red,Pants,Winter,0.7821333893366722
Blue,Shirt,Summer,0.4085830530144924
Green,Pants,Fall,0.7918848163112112
Red,Pants,Fall,0.8890944244468125
Black,Shoes,Summer,0.147953938951093
Blue,Shoes,Spring,0.22270336399985724
Black,Shirt,Fall,0.824935711046663
Red,Shoes,Winter,0.9494814982423719
Black,Shirt,Spring,0.8931547609083487
Green,Pants,Winter,0.18192686648642054
Green,Jacket,Winter,0.4854793443091111
Red,Pants,Winter,0.6163581314000683
Green,Jacket,Winter,0.4731878248723025
Red,Jacket,Winter,0.42594979594400506
Green,Shoes,Fall,0.7914214237736777
Green,Jacket,Winter,0.4921003940363129
Black,Shirt,Fall,0.16227029848795715
White,Jacket,Fall,0.41066846649907196
Black,Shoes,Fall,0.23200773596835123
Blue,Shirt,Spring,0.7615818547843162
Red,Shoes,Spring,0.5381281681327471
Black,Shoes,Winter,0.7740278990750283
Red,Shoes,Summer,0.20480846026207855
Black,Pants,Winter,0.914554541299019
Black,Shirt,Summer,0.5097720698695198
Green,Pants,Fall,0.06908031699819384
Red,Pants,Fall,0.24785317964961873
Blue,Pants,Summer,0.3501864842297784
Red,Jacket,Summer,0.8750760582107546
Black,Shoes,Spring,0.412642399146941
Blue,Shirt,Winter,0.8857205192729755
Green,Shirt,Winter,0.12549507264941906
Red,Pants,Summer,0.6676493022145263
Blue,Pants,Summer,0.8219884779122921
Green,Shirt,Summer,0.04120719101578785
Red,Shirt,Fall,0.44221380026626045
Black,Shoes,Spring,0.524817396839355
Green,Shoes,Fall,0.07013980321849123
Red,Jacket,Winter,0.8371578893912268
Red,Pants,Summer,0.9414288471081932
Black,Shoes,Winter,0.7858046741654557
White,Shirt,Fall,0.5628776786055377
Black,Shirt,Fall,0.712100317941978
Red,Shoes,Fall,0.5960150234101818
White,Shoes,Fall,0.3996454831646291
Green,Shoes,Fall,0.42354033143362446
Black,Shoes,Spring,0.42556471556300257
Black,Jacket,Summer,0.10513581352365298
Blue,Pants,Winter,0.2548125072314614
Black,Shirt,Spring,0.32779932561509584
Black,Jacket,Summer,0.9970371449656882
Green,Shoes,Summer,0.0030843123212684898
Red,Pants,Spring,0.28817708997414737
Red,Pants,Fall,0.26389798327591096
White,Jacket,Winter,0.1757250236084592
White,Pants,Summer,0.727427618236163
Green,Shoes,Spring,0.5952317899740787
Black,Shoes,Winter,0.3951674105589055
Green,Shirt,Spring,0.13321412095939933
White,Pants,Fall,0.8137495589705676
White,Shirt,Winter,0.5599688918491852
Red,Pants,Summer,0.391095908831967
Red,Shoes,Winter,0.841662408160851
Green,Pants,Winter,0.7193358561096967
Black,Jacket,Spring,0.9460720948591677
Green,Pants,Winter,0.6952266432174782
Black,Pants,Winter,0.007743012989466669
White,Shoes,Spring,0.5289857082662406
Blue,Pants,Spring,0.36472343990188294
Red,Jacket,Summer,0.7690977539068479
White,Shirt,Summer,0.12146925095831362
Blue,Pants,Fall,0.652786193769993
Red,Shirt,Winter,0.3134539356350653
Black,Shirt,Winter,0.9735401321641054
Green,Pants,Winter,0.1381614071576247
Blue,Shoes,Summer,0.7515643913804351
Green,Shirt,Summer,0.6291798099815051
White,Pants,Summer,0.3119624211341244
Blue,Shoes,Summer,0.43742278105299237
Blue,Jacket,Winter,0.9697660866458129
Red,Shoes,Spring,0.5669841070772111
Green,Pants,Winter,0.8554348862600096
Green,Shoes,Fall,0.41598678942527945
Red,Pants,Summer,0.9951473909518977
Black,Jacket,Winter,0.26858682187748406
Blue,Jacket,Winter,0.5659928886575206
Blue,Shoes,Winter,0.8307882120539599
White,Shirt,Fall,0.5715082258725578
Green,Shirt,Spring,0.016371373164980496
Blue,Shoes,Winter,0.8004959762266739
Blue,Jacket,Fall,0.9927009028073752
White,Pants,Winter,0.33843345389869006
Black,Shirt,Summer,0.2776764836352319
Green,Pants,Summer,0.04901602210295053
Red,Shirt,Fall,0.06702368146545867
Red,Shoes,Spring,0.3864047557314755
White,Shirt,Fall,0.9289714611565251
Blue,Pants,Winter,0.3210290027032434
Black,Jacket,Fall,0.6727774497530216
Black,Shirt,Fall,0.3700849676575425
Red,Shoes,Summer,0.554370346862864
White,Pants,Spring,0.1109230308436362
Black,Shoes,Winter,0.7344017958290339
Green,Pants,Spring,0.968442618276121
Green,Jacket,Winter,0.8274027690069956
Green,Pants,Fall,0.2906608560591928
Blue,Shirt,Winter,0.6050248668737012
White,Jacket,Winter,0.7739638384102123
Black,Jacket,Spring,0.8213955943402177
Green,Pants,Winter,0.2194227955741792
Black,Shoes,Summer,0.5310270101884569
Blue,Shoes,Summer,0.3201191030143359
Blue,Pants,Fall,0.8066345916347539
Green,Pants,Summer,0.13032282158918806
White,Shirt,Spring,0.7614983449636121
Black,Jacket,Winter,0.5546756180390243
